"									     Title", Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
Colony Theater #2 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.",8,34.185223,-118.31,,"Electric Bill Management, Electric Supply Capacity, ",Burbank,California,United States,02.03.2015,,,,N/A,Burbank Water &amp; Power,,,,Ice Energy,0,N/A,0,0,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. David Paul &amp; Associates #2 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"ce Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.",8,34.1948843,-118.35,,"Electric Bill Management, Electric Supply Capacity, ",Burbank,California,United States,02.03.2015,,,,N/A,Burbank Water &amp; Power,Public Owned,,,Ice Energy,0,N/A,0,0,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Burbank Fire Training #2 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,"Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.",8,34.187481,-118.35,,"Electric Bill Management, Electric Supply Capacity, ",Burbank,California,United States,02.03.2015,,,,N/A,Burbank Water &amp; Power,Public Owned,,,Ice Energy,0,N/A,0,0,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diesel Generator Solar + Storage Replacement,Electro-chemical,Sodium based Battery,Sodium based Battery,Operational,30.6kWhr Aquion Aqueous Hybrid Ion battery with 10kWp Solar array replaced 6kW diesel generator running 24/7.,11,0,0,,"Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",Muddiford,Exmoor,France,06.11.2016,12.09.2016,16.08.2016,,N/A,,,,,Solar PV Partners,12,"Pay back in 4.2 years, noise and smoke reduction due to shut down of diesel generator.  More efficient use of staff time and tons of carbon reduction being calculated.",27000,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Marengo Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Under Construction,"The Marengo plant will be interconnected to the local Commonwealth Edison Company (ComEd) electric grid and will provide RegD real-time frequency regulation service to PJM Interconnection (PJM). The project will respond almost instantly to the continually changing needs of the grid, allowing PJM to deliver higher-quality reliable electrical service, at a lower cost, to end users in the 13 states and the District of Columbia. The Marengo Project was developed by GlidePath, a leading developer of advanced energy solutions, which recently sold three similar projects to British independent power producer RES and French utility EDF. The Leclanché integrated BESS provides superior performance as defined by the RegD PJM Regulation Market. The project starts construction in November 2016 and will be placed into operation in 2017",20000,42.2486332,-88.61,,"Frequency Regulation, ",Marengo,Illinois,United States,01.11.2016,,,,PJM,ComEd,Investor Owned,,Grid,GlidePath,10,,20000000,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amsterdam Energy Arena,Electro-chemical,Electro-chemical,Electro-chemical,Contracted,"Under the lead of The Mobility House (TMH) Amsterdam ArenA installs a 3,75MW/4MWh energy storage system that makes the energy management of the stadium more efficient, sustainable and reliable. TMH and Amsterdam ArenA  choose Nissan, Eaton as supplier of the system powered by second-life batteries. The system uses Eaton’s bidirectional inverters and the equivalent of 280 Nissan LEAF batteries stored in racks It will be used for back-up power during major events replacing diesel generators in the future, assisting utilities during periods of high demand and grid stabilization services.",3750,52.3143277,4.94,,"Electric Bill Management, Frequency Regulation, Grid-Connected Commercial (Reliability &amp; Quality), Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Resiliency, ",Amsterdam,Netherlands,Netherlands,30.11.2016,02.07.2018,,,TenneT,,,,,,15,,0,0,,,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
The Smart Sodium Storage Solution (S4) Project,Electro-chemical,Sodium based Battery,Sodium based Battery,Announced,"The Institute for Superconducting and Electronic Materials (ISEM) at the University of Wollongong is leading a $10.5m, ARENA-funded project to develop a novel sodium-ion battery architecture for use in renewable energy storage applications.   The project consortium includes: •	The Australian Power Quality and Reliability Centre  •	The Sustainable Buildings Research Centre •	Liao Ning Hong Cheng Electric Power Co. •	Hebei ANZ New Energy Technology Co. •	McNair Technology Co. •	Nano-Nouvelle •	Sydney Water Corporation  5 kWh sodium-ion battery modules with integrated BMS and thermal management will be installed at the Illawarra Flame House and Sydney Water’s Bondi sewage pumping station (30 kWh total pack size) to demonstrate the applicability of sodium-ion battery technology to renewable energy storage. The Sydney Water installation will also include an innovative Energy Management System that will control generation, storage and consumption of energy to ensure maximum system efficiency.",30,-33.8688197,151.21,,"Renewables Energy Time Shift, Resiliency, ",Sydney,NSW,Australia,14.04.2016,30.09.2019,31.03.2019,,N/A,,,,,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TransGrid City of Sydney&#039;s Alexandra Canal Works Depot,Electro-chemical,Electro-chemical,Lithium-ion Battery,Announced,"Tesla has been tapped by NSW network operator Transgrid to deliver several of its grid-scale Powerpack battery storage systems to support remote dispatch of demand response and the smoothing of variable solar generation. The job, part of winning tender in 2016, will deploy 250kW/500kWh Powerpack systems, with the first installation slated for the City of Sydney&#039;s Alexandra Canal Works depot.",250,-33.90166,151.2,,"Demand Response, ",Alexandria,New South Wales,Australia,16.06.2017,,,,N/A,,Investor Owned,,,TransGrid,0,,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla 250kW / 570kWh Dominion Salt Plant Battery,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"NZ utility business Vector Energy Solutions said on Monday that a 250kW/570kWh Tesla Powerpack would soon be switched on at Dominion Salt’s Lake Grassmere works, to store and smooth energy from the already installed 660kW wind turbine.  Integration of the wind turbine and Tesla battery storage system – believed to be an Australasian first – is expected to meet around 75 per cent of the site’s energy needs, minimising its use of the grid, and maximising security of supply in a region susceptible to earthquakes.",250,-41.7333333,174.17,,"Electric Energy Time Shift, Renewables Capacity Firming, ",Lake Grassmere,New Zealand,New Zealand,,31.08.2017,,,N/A,,,,660kW Wind Farm,,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nauly Community Solar + Storage ,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"The Daly River Nauiyu community, south of Darwin, is set to be the first in the Northern Territory to be powered mostly by solar and storage, after the installation of a 2MWh lithium-ion battery system.  The solar and battery installed at Daly River are expected to power half of the town’s energy needs, reducing the community reliance on diesel by 50 per cent, and cutting its consumption by 400,000 litres of fuel a year.",2000,-13.7128168,130.69,,"Electric Energy Time Shift, Electric Supply Capacity, Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",Daly River,Northern Territory,Australia,08.11.2017,,,,N/A,,,,1 MW solar farm,,0,,0,0,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dalrymple 30 MW / 8 MWh battery,Electro-chemical,Electro-chemical,Lithium-ion Battery,Announced,"The $30 million, 30 MW battery will be built at the Dalrymple substation on the Yorke Peninsula, west of Adelaide. A partnership between the Australian Renewable Energy Agency and network provider ElectraNet, it is expected to be operating by late summer, when electricity demand typically peaks.  ARENA will contribute up to $12 million toward the cost of the battery.  South Australia no longer has any coal-fired power, and gets about 40 per cent of its electricity from wind farms. With expensive natural gas-fired plants responsible for much of the recent surge in power bills due to inflated export prices, attention has turned to new, cheaper ways to support variable generation.",30000,-35.0184732,137.6,,"Frequency Regulation, Resiliency, Voltage Support, ",Yorketown,South Australia,Australia,24.08.2018,01.02.2018,,,N/A,,,,,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Domino&#039;s Pizza 135kW / 135kWh Tesla Powerwall,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"A Domino’s Pizza franchise in the western Sydney suburb of Plumpton has laid claim to the world’s largest commercial Tesla Powerwall 2 battery storage system, after installing 10 of the US company’s 13.5kWh units – and not to store rooftop solar power, but to get around an existing network supply problem.  According to Chris Williams, whose company Natural Solar installed the battery system, the newly established Domino’s Plumpton hit a snag when it discovered its electricity load requirement outweighed the capability of the current network.  After much consultation and consideration, the decision was made to install the 135kWh Powerwall 2 array to avoid what would have been a very expensive grid upgrade. Indeed, the cost of the batteries will be half the the cost of the grid upgrade.",135,-33.7531,150.84,,"Electric Supply Capacity, On-Site Power, ",Plumpton,New South Wales,Australia,,27.09.2017,,,N/A,,,,,,0,,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monash University RedT 300kW / 1MWh Hybrid System ,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Announced,"The system, which comprises 900kWh of redT flow machines coupled with a 120kW C1-rated lithium battery, will be deployed as an active energy storage infrastructure asset at the University’s new 11,400 m2 Biomedical Learning and Teaching building, which will house state-of-the-art biomedical research laboratories over 4 floors.  Coupled with on-site solar PV assets, the system will be used to maximise the university’s utilisation of renewable energy to significantly reduce energy costs for campus buildings. This will generate significant savings for the site and also open up potential new revenue streams, in the form of both contracted and merchant grid services in the future. The system will be used as a ‘flexible platform’ and will become part of the “Monash Microgrid”, in partnership with Monash Energy Materials and Systems Institute (MEMSI). The project aims to integrate distributed renewables on Monash’s campuses to increase reliability and stability within the local grid and in the future, allow for innovative, market based peer-to-peer energy trading.",300,-37.9153572,145.13,,"Microgrid Capability, Renewables Capacity Firming, ",Clayton,Victoria,Australia,03.10.2017,,,,N/A,,,,On-site PV,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
